dataset,seed,layers,val_ratio,test_ratio,data_source,use_features,rewiring_mode,rewiring_epsilon,original_graph_only,rewiring,best_test_accuracy
Texas,444,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.7222222222222222
Texas,444,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.7222222222222222
Texas,444,2,0.05,0.1,rawr,True,rep_nodes,3,False,True,0.7222222222222222
Texas,444,2,0.05,0.1,rawr,True,rep_nodes,104,False,True,0.7222222222222222
Texas,555,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.6666666666666666
Texas,555,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.7222222222222222
Texas,555,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.7222222222222222
Texas,555,2,0.05,0.1,rawr,True,rep_nodes,3,False,True,0.7222222222222222
Texas,555,2,0.05,0.1,rawr,True,rep_nodes,104,False,True,0.6666666666666666
Wisconsin,111,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.76
Wisconsin,111,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.88
Wisconsin,111,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.84
Wisconsin,111,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.8
Wisconsin,111,2,0.05,0.1,rawr,True,rep_nodes,122,False,True,0.88
Wisconsin,222,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.68
Wisconsin,222,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.76
Wisconsin,222,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.76
Wisconsin,222,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.76
Wisconsin,222,2,0.05,0.1,rawr,True,rep_nodes,122,False,True,0.72
Wisconsin,333,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.68
Wisconsin,333,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.8
Wisconsin,333,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.68
Wisconsin,333,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.72
Wisconsin,333,2,0.05,0.1,rawr,True,rep_nodes,122,False,True,0.72
Wisconsin,444,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.72
Wisconsin,444,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.72
Wisconsin,444,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.76
Wisconsin,444,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.8
Wisconsin,444,2,0.05,0.1,rawr,True,rep_nodes,122,False,True,0.8
Wisconsin,555,2,0.05,0.1,rawr,True,rep_nodes,0,False,True,0.6
Wisconsin,555,2,0.05,0.1,rawr,True,rep_nodes,1,False,True,0.6
Wisconsin,555,2,0.05,0.1,rawr,True,rep_nodes,2,False,True,0.6
Wisconsin,555,2,0.05,0.1,rawr,True,rep_nodes,4,False,True,0.56
Wisconsin,555,2,0.05,0.1,rawr,True,rep_nodes,122,False,True,0.6
