-2.251581425697161976e+01,-3.572310880775807718e+00,-6.828503534362987182e+00
-1.894383977309919587e+01,-2.695099192111980013e+00,-6.163202052126992569e+00
-1.935628625898301536e+01,-3.056990213281269853e+00,-5.768284217250738699e+00
-1.803186082367090393e+01,-2.802635515423220536e+00,-5.505744333425880654e+00
-1.635720171336900819e+01,-2.137582034613190629e+00,-5.757995949739125763e+00
-1.874018984964958179e+01,-2.886754186009576006e+00,-5.853667930945206876e+00
-1.842836790006597525e+01,-2.874866261296536329e+00,-5.568487054782866430e+00
-1.866180016712895906e+01,-2.690615111230878043e+00,-5.966244420641235280e+00
-1.839804963218307066e+01,-3.024955717463497340e+00,-5.383831873068847251e+00
-1.883511175571364404e+01,-2.383836640818350894e+00,-6.744988890111829782e+00
-1.895767151318062815e+01,-2.487701444570195264e+00,-6.692103846788108434e+00
-1.819385723846444236e+01,-3.007751219347081229e+00,-5.136500294767634145e+00
-1.979192587276911652e+01,-3.260577746491368334e+00,-5.680904481905900028e+00
-1.605834242472329620e+01,-2.212110359062149811e+00,-5.425046285353425368e+00
-1.448675042442293126e+01,-2.320242497268563131e+00,-4.400940742637015290e+00
-1.495417981437254262e+01,-1.916738709460898971e+00,-5.278257633782707181e+00
-1.569180540041989325e+01,-2.828762785168942973e+00,-4.125976513085688246e+00
-1.607589975688116368e+01,-2.056107063960767256e+00,-5.658473463132074777e+00
-1.744365106239685659e+01,-2.088913211950923277e+00,-6.668780300517901161e+00
-8.332103725160112617e+01,-9.036477674771271396e+00,-3.094617414940483968e+01
